,Week,Season,Home_team,Away_team,Home_wins,Home_losses,Away_wins,Away_losses,Home_win,Home_ppg_for,Away_ppg_for,Home_ppg_against,Away_ppg_against,Home_ypg_for,Away_ypg_for,Home_ypg_against,Away_ypg_against,Home_TO_for_total,Away_TO_for_total,Home_TO_against_total,Away_TO_against_total,Home_TO_diff,Away_TO_diff
0,3,2015,LAR,PIT,1,1,1,1,0,22.0,32.0,27.5,23.0,282.5,458.5,358.0,385.0,3.0,1.0,2.0,1.0,1.0,0.0
0,3,2015,CLE,OAK,1,1,1,1,0,19.0,25.0,22.5,33.0,297.5,347.0,359.0,444.5,5.0,3.0,4.0,2.0,1.0,1.0
0,3,2015,MIN,LAC,1,1,1,1,1,14.5,26.0,18.0,26.0,299.0,418.5,359.0,345.5,2.0,6.0,4.0,4.0,-2.0,2.0
0,3,2015,BAL,CIN,0,2,2,0,0,23.0,28.5,28.0,16.0,333.0,392.5,333.5,300.0,4.0,2.0,2.0,5.0,2.0,-3.0
0,3,2015,NYJ,PHI,2,0,0,2,0,25.5,17.0,8.5,23.0,338.5,312.5,332.0,377.0,2.0,5.0,10.0,4.0,-8.0,1.0
0,3,2015,HOU,TAM,0,2,1,1,1,18.5,20.0,25.5,30.5,348.0,303.0,340.0,316.0,3.0,4.0,1.0,4.0,2.0,0.0
0,3,2015,DAL,ATL,2,0,2,0,0,23.5,25.0,18.0,22.0,397.5,398.5,257.0,393.5,5.0,2.0,3.0,3.0,2.0,-1.0
0,3,2015,CAR,NOR,2,0,0,2,1,22.0,19.0,13.0,28.5,306.5,365.5,282.5,380.0,2.0,4.0,4.0,3.0,-2.0,1.0
0,3,2015,TEN,IND,1,1,0,2,0,28.0,10.5,21.0,23.5,347.0,323.5,273.5,343.0,4.0,8.0,2.0,1.0,2.0,7.0
0,3,2015,NWE,JAX,2,0,1,1,1,34.0,16.0,26.5,20.0,434.0,330.5,406.5,324.5,2.0,3.0,4.0,1.0,-2.0,2.0
0,3,2015,ARI,SFO,2,0,1,1,1,39.5,19.0,21.0,23.0,363.5,402.0,371.5,350.5,3.0,2.0,3.0,1.0,0.0,1.0
0,3,2015,MIA,BUF,1,1,1,1,0,18.5,29.5,16.5,27.0,321.0,345.5,372.5,405.5,1.0,3.0,2.0,5.0,-1.0,-2.0
0,3,2015,SEA,CHI,0,2,0,2,1,24.0,23.0,30.5,39.5,333.5,368.5,356.5,311.0,3.0,3.0,4.0,2.0,-1.0,1.0
0,3,2015,DET,DEN,0,2,2,0,0,22.0,25.0,29.5,18.5,312.5,259.0,416.5,243.5,5.0,2.0,4.0,7.0,1.0,-5.0
0,3,2015,GNB,KAN,2,0,1,1,1,29.0,25.5,20.0,25.5,341.5,322.0,363.0,347.5,1.0,5.0,3.0,3.0,-2.0,2.0
0,4,2015,PIT,BAL,2,1,0,3,0,25.333333333333332,23.333333333333332,17.333333333333332,28.0,392.0,354.6666666666667,342.6666666666667,375.0,2.0,5.0,2.0,4.0,0.0,1.0
0,4,2015,MIA,NYJ,1,2,2,1,0,17.0,22.666666666666668,24.666666666666668,13.666666666666666,344.3333333333333,333.3333333333333,391.0,298.3333333333333,4.0,6.0,2.0,11.0,2.0,-5.0
0,4,2015,IND,JAX,1,2,1,2,1,18.666666666666668,16.333333333333332,26.666666666666668,30.333333333333332,341.6666666666667,318.0,373.0,373.3333333333333,10.0,4.0,3.0,1.0,7.0,3.0
0,4,2015,BUF,NYG,2,1,1,2,0,33.333333333333336,26.0,22.666666666666668,24.0,373.0,346.3333333333333,400.6666666666667,410.3333333333333,3.0,1.0,8.0,6.0,-5.0,-5.0
0,4,2015,CHI,OAK,0,3,2,1,1,15.333333333333334,25.666666666666668,35.0,28.666666666666668,294.3333333333333,387.6666666666667,331.0,414.6666666666667,3.0,4.0,2.0,4.0,1.0,0.0
0,4,2015,ATL,HOU,3,0,1,2,1,29.666666666666668,18.666666666666668,24.0,20.0,411.6666666666667,369.6666666666667,378.0,332.6666666666667,2.0,4.0,4.0,2.0,-2.0,2.0
0,4,2015,CIN,KAN,3,0,1,2,1,28.333333333333332,26.333333333333332,18.666666666666668,29.666666666666668,414.3333333333333,323.3333333333333,332.6666666666667,381.0,4.0,6.0,6.0,3.0,-2.0,3.0
0,4,2015,WAS,PHI,1,2,1,2,1,18.333333333333332,19.333333333333332,19.666666666666668,21.0,371.6666666666667,285.3333333333333,277.3333333333333,359.0,6.0,6.0,1.0,8.0,5.0,-2.0
0,4,2015,TAM,CAR,1,2,3,0,0,16.333333333333332,23.666666666666668,26.666666666666668,16.0,308.0,348.0,348.3333333333333,315.0,5.0,2.0,5.0,6.0,0.0,-4.0
0,4,2015,LAC,CLE,1,2,1,2,1,22.0,19.333333333333332,27.666666666666668,24.0,402.0,316.6666666666667,325.0,395.6666666666667,8.0,7.0,5.0,5.0,3.0,2.0
0,4,2015,DEN,MIN,3,0,2,1,1,24.666666666666668,20.0,16.333333333333332,16.666666666666668,290.6666666666667,294.0,259.0,362.3333333333333,4.0,3.0,10.0,6.0,-6.0,-3.0
0,4,2015,SFO,GNB,1,2,3,0,0,15.0,32.0,31.0,22.666666666666668,320.0,377.0,382.3333333333333,350.6666666666667,6.0,1.0,2.0,4.0,4.0,-3.0
0,4,2015,ARI,LAR,3,0,1,2,0,42.0,16.666666666666668,16.333333333333332,22.333333333333332,391.0,274.3333333333333,299.6666666666667,325.0,4.0,4.0,7.0,3.0,-3.0,1.0
0,4,2015,NOR,DAL,0,3,2,1,1,20.0,25.0,28.0,25.0,370.3333333333333,380.6666666666667,397.0,317.3333333333333,6.0,6.0,3.0,3.0,3.0,3.0
0,4,2015,SEA,DET,1,2,0,3,1,24.666666666666668,18.666666666666668,20.333333333333332,27.666666666666668,346.0,305.0,286.3333333333333,395.6666666666667,3.0,8.0,4.0,6.0,-1.0,2.0
0,5,2015,HOU,IND,1,3,2,2,0,19.25,18.0,27.0,23.25,384.25,337.75,344.0,387.5,8.0,12.0,2.0,3.0,6.0,9.0
0,5,2015,ATL,WAS,4,0,2,2,1,34.25,19.5,23.25,19.75,403.25,383.0,390.5,288.0,2.0,7.0,8.0,3.0,-6.0,4.0
0,5,2015,GNB,LAR,4,0,2,2,1,28.25,18.5,17.75,22.25,373.25,287.75,312.0,355.5,1.0,4.0,5.0,6.0,-4.0,-2.0
0,5,2015,TAM,JAX,1,3,1,3,1,18.0,15.5,29.25,26.75,333.75,346.25,322.25,361.5,10.0,4.0,6.0,3.0,4.0,1.0
0,5,2015,BAL,CLE,1,3,1,3,0,23.25,21.25,26.0,25.5,355.0,345.5,347.0,406.25,7.0,8.0,4.0,5.0,3.0,3.0
0,5,2015,KAN,CHI,1,3,1,3,0,25.0,17.0,31.25,31.25,357.75,313.5,397.0,314.75,7.0,6.0,3.0,4.0,4.0,2.0
0,5,2015,CIN,SEA,4,0,2,2,1,30.25,21.75,19.25,17.75,422.0,345.75,364.75,278.75,4.0,6.0,7.0,5.0,-3.0,1.0
0,5,2015,TEN,BUF,1,2,2,2,0,29.666666666666668,27.5,25.666666666666668,23.0,375.6666666666667,358.0,308.3333333333333,376.25,6.0,5.0,4.0,9.0,2.0,-4.0
0,5,2015,PHI,NOR,1,3,1,3,1,19.5,21.5,21.5,26.0,294.0,387.25,373.5,381.5,8.0,6.0,9.0,3.0,-1.0,3.0
0,5,2015,DET,ARI,0,4,3,1,0,16.5,37.0,24.0,18.25,292.75,405.0,383.0,306.75,9.0,7.0,9.0,7.0,0.0,0.0
0,5,2015,OAK,DEN,2,2,4,0,0,24.25,24.25,27.0,17.25,357.25,304.0,403.75,275.5,6.0,6.0,7.0,11.0,-1.0,-5.0
0,5,2015,DAL,NWE,2,2,3,0,0,23.75,39.666666666666664,25.25,23.333333333333332,369.25,446.3333333333333,347.5,368.6666666666667,6.0,2.0,3.0,5.0,3.0,-3.0
0,5,2015,NYG,SFO,2,2,1,3,1,25.5,12.0,20.5,27.5,335.5,289.0,386.0,377.25,2.0,7.0,8.0,2.0,-6.0,5.0
0,5,2015,LAC,PIT,2,2,2,2,0,24.0,24.0,27.5,18.75,411.0,359.75,351.75,346.0,8.0,2.0,6.0,4.0,2.0,-2.0
0,6,2015,NOR,ATL,1,4,5,0,1,20.6,32.4,28.6,22.4,387.4,406.2,409.0,366.4,10.0,5.0,5.0,10.0,5.0,-5.0
0,6,2015,NYJ,WAS,3,1,2,3,1,23.75,19.4,13.75,20.8,356.25,360.4,280.25,314.0,7.0,9.0,13.0,6.0,-6.0,3.0
0,6,2015,CLE,DEN,2,3,5,0,0,23.6,22.6,26.4,15.8,377.4,302.6,400.4,278.0,8.0,8.0,5.0,14.0,3.0,-6.0
0,6,2015,DET,CHI,0,5,2,3,1,16.6,17.2,27.6,28.4,321.2,316.4,375.4,309.2,15.0,7.0,9.0,4.0,6.0,3.0
0,6,2015,JAX,HOU,1,4,1,4,0,18.6,19.4,29.0,27.0,342.0,396.2,363.0,339.8,6.0,10.0,3.0,2.0,3.0,8.0
0,6,2015,MIN,KAN,2,2,1,4,1,20.0,23.4,18.25,28.6,301.75,343.6,357.75,383.2,4.0,7.0,8.0,4.0,-4.0,3.0
0,6,2015,BUF,CIN,3,2,5,0,0,24.8,29.6,21.0,20.2,328.2,421.4,356.2,371.2,6.0,6.0,10.0,8.0,-4.0,-2.0
0,6,2015,TEN,MIA,1,3,1,3,0,25.5,16.25,22.75,25.25,350.75,314.75,283.5,399.5,7.0,6.0,5.0,3.0,2.0,3.0
0,6,2015,PIT,ARI,3,2,4,1,1,24.0,38.0,19.0,18.0,357.6,393.0,358.0,332.4,3.0,7.0,6.0,13.0,-3.0,-6.0
0,6,2015,SEA,CAR,2,3,4,0,0,22.2,27.0,19.6,17.75,356.0,322.0,306.8,339.0,7.0,3.0,7.0,11.0,0.0,-8.0
0,6,2015,GNB,LAC,5,0,2,3,1,27.4,23.2,16.2,26.8,363.0,410.0,316.4,351.2,4.0,10.0,9.0,7.0,-5.0,3.0
0,6,2015,SFO,BAL,1,4,1,4,1,15.0,24.6,28.0,27.4,307.2,359.4,406.8,378.6,7.0,7.0,3.0,4.0,4.0,3.0
0,6,2015,IND,NWE,3,2,4,0,0,19.8,37.25,22.6,19.0,334.8,423.75,398.8,342.75,12.0,2.0,5.0,7.0,7.0,-5.0
0,6,2015,PHI,NYG,2,3,3,2,1,23.4,26.4,20.6,21.8,339.0,373.4,376.4,384.8,10.0,3.0,13.0,8.0,-3.0,-5.0
0,7,2015,SFO,SEA,2,4,2,4,0,16.666666666666668,22.333333333333332,26.666666666666668,20.833333333333332,321.1666666666667,352.3333333333333,409.0,319.5,7.0,7.0,5.0,9.0,2.0,-2.0
0,7,2015,JAX,BUF,1,5,3,3,1,18.833333333333332,24.166666666666668,29.333333333333332,23.166666666666668,350.6666666666667,334.8333333333333,366.1666666666667,356.0,9.0,7.0,3.0,10.0,6.0,-3.0
0,7,2015,LAR,CLE,2,3,2,4,1,16.8,23.5,22.6,26.333333333333332,297.0,364.1666666666667,348.8,407.3333333333333,8.0,11.0,9.0,8.0,-1.0,3.0
0,7,2015,NWE,NYJ,5,0,4,1,1,36.6,25.8,20.6,15.0,422.4,379.8,356.0,269.2,3.0,10.0,7.0,15.0,-4.0,-5.0
0,7,2015,MIA,HOU,2,3,2,4,1,20.6,21.333333333333332,22.2,25.833333333333332,338.6,393.8333333333333,379.4,348.8333333333333,8.0,10.0,7.0,5.0,1.0,5.0
0,7,2015,TEN,ATL,1,4,5,1,0,22.4,30.5,25.8,23.833333333333332,340.4,407.3333333333333,313.6,369.5,11.0,8.0,7.0,10.0,4.0,-2.0
0,7,2015,DET,MIN,1,5,3,2,0,20.0,19.2,28.666666666666668,16.6,358.6666666666667,305.6,386.8333333333333,351.8,18.0,6.0,10.0,9.0,8.0,-3.0
0,7,2015,IND,NOR,3,3,2,4,0,21.0,22.333333333333332,24.5,27.333333333333332,347.1666666666667,387.0,401.8333333333333,409.6666666666667,12.0,10.0,6.0,8.0,6.0,2.0
0,7,2015,KAN,PIT,1,5,4,2,1,21.166666666666668,24.166666666666668,26.5,18.0,341.0,349.6666666666667,372.8333333333333,376.5,8.0,3.0,6.0,9.0,2.0,-6.0
0,7,2015,WAS,TAM,2,4,2,3,1,19.5,22.0,23.0,29.6,337.8333333333333,340.8,340.6666666666667,322.8,11.0,10.0,9.0,8.0,2.0,2.0
0,7,2015,LAC,OAK,2,4,2,3,0,22.666666666666668,21.4,26.833333333333332,24.8,433.0,343.4,354.3333333333333,382.4,11.0,9.0,7.0,9.0,4.0,0.0
0,7,2015,NYG,DAL,3,3,2,3,1,23.166666666666668,20.2,22.666666666666668,26.2,352.3333333333333,348.4,392.0,349.2,6.0,8.0,12.0,3.0,-6.0,5.0
0,7,2015,CAR,PHI,5,0,3,3,1,27.0,24.0,18.8,18.333333333333332,334.2,353.8333333333333,338.0,354.8333333333333,5.0,14.0,11.0,16.0,-6.0,-2.0
0,7,2015,ARI,BAL,4,2,1,5,1,33.833333333333336,23.833333333333332,19.166666666666668,27.0,405.6666666666667,369.5,328.6666666666667,380.6666666666667,10.0,9.0,13.0,4.0,-3.0,5.0
0,8,2015,NWE,MIA,6,0,3,3,1,35.5,24.5,21.0,22.833333333333332,410.8333333333333,366.0,358.6666666666667,369.8333333333333,3.0,9.0,8.0,8.0,-5.0,1.0
0,8,2015,KAN,DET,2,5,1,6,1,21.428571428571427,19.857142857142858,24.571428571428573,28.571428571428573,346.14285714285717,346.57142857142856,368.0,392.2857142857143,8.0,18.0,9.0,11.0,-1.0,7.0
0,8,2015,CHI,MIN,2,4,4,2,0,20.0,20.666666666666668,29.833333333333332,17.0,337.6666666666667,325.5,348.6666666666667,338.8333333333333,8.0,7.0,7.0,9.0,1.0,-2.0
0,8,2015,LAR,SFO,3,3,2,5,1,18.0,14.714285714285714,19.833333333333332,25.714285714285715,298.8333333333333,295.57142857142856,351.3333333333333,406.0,9.0,7.0,13.0,7.0,-4.0,0.0
0,8,2015,PIT,CIN,4,3,6,0,0,22.571428571428573,30.333333333333332,18.714285714285715,20.333333333333332,348.14285714285717,410.3333333333333,376.57142857142856,370.6666666666667,6.0,6.0,9.0,9.0,-3.0,-3.0
0,8,2015,BAL,LAC,1,6,2,5,1,23.0,23.571428571428573,26.857142857142858,28.285714285714285,356.14285714285717,430.7142857142857,385.42857142857144,362.57142857142856,11.0,13.0,4.0,7.0,7.0,6.0
0,8,2015,CLE,ARI,2,5,5,2,0,21.0,32.714285714285715,26.0,19.0,364.14285714285717,406.85714285714283,393.14285714285717,321.14285714285717,15.0,10.0,9.0,15.0,6.0,-5.0
0,8,2015,HOU,TEN,2,5,1,5,1,22.0,19.833333333333332,28.428571428571427,23.166666666666668,383.57142857142856,326.3333333333333,370.85714285714283,324.3333333333333,11.0,13.0,6.0,9.0,5.0,4.0
0,8,2015,ATL,TAM,6,1,2,4,0,27.571428571428573,23.333333333333332,21.428571428571427,29.833333333333332,403.14285714285717,363.8333333333333,353.2857142857143,328.1666666666667,10.0,11.0,12.0,9.0,-2.0,2.0
0,8,2015,NOR,NYG,3,4,4,3,1,23.0,23.714285714285715,26.428571428571427,22.285714285714285,395.85714285714283,343.2857142857143,404.85714285714283,401.7142857142857,11.0,6.0,11.0,16.0,0.0,-10.0
0,8,2015,OAK,NYJ,3,3,4,2,1,24.0,25.333333333333332,25.5,17.5,354.8333333333333,378.5,388.1666666666667,283.1666666666667,9.0,11.0,11.0,15.0,-2.0,-4.0
0,8,2015,DAL,SEA,2,4,3,4,0,20.166666666666668,22.0,26.333333333333332,18.285714285714285,367.0,357.42857142857144,339.1666666666667,294.14285714285717,12.0,9.0,3.0,9.0,9.0,0.0
0,8,2015,DEN,GNB,6,0,6,0,1,23.166666666666668,27.333333333333332,17.0,16.833333333333332,325.8333333333333,364.1666666666667,281.3333333333333,355.0,11.0,4.0,17.0,10.0,-6.0,-6.0
0,8,2015,CAR,IND,6,0,3,4,1,27.0,21.0,18.333333333333332,24.857142857142858,344.1666666666667,351.2857142857143,339.8333333333333,408.57142857142856,8.0,15.0,12.0,7.0,-4.0,8.0
0,9,2015,CIN,CLE,7,0,2,6,1,28.285714285714285,20.875,18.857142857142858,27.0,394.0,350.375,368.57142857142856,405.375,8.0,17.0,12.0,13.0,-4.0,4.0
0,9,2015,MIN,LAR,5,2,4,3,1,21.0,19.285714285714285,17.428571428571427,17.857142857142858,325.7142857142857,311.57142857142856,334.0,328.14285714285717,8.0,10.0,9.0,13.0,-1.0,-3.0
0,9,2015,BUF,MIA,3,4,3,4,1,25.142857142857142,22.0,24.714285714285715,24.714285714285715,340.57142857142856,352.2857142857143,347.2857142857143,379.42857142857144,11.0,11.0,11.0,8.0,0.0,3.0
0,9,2015,NWE,WAS,7,0,3,4,1,35.57142857142857,21.142857142857142,19.0,24.0,414.57142857142856,340.2857142857143,346.0,360.42857142857144,3.0,12.0,10.0,10.0,-7.0,2.0
0,9,2015,NYJ,JAX,4,3,2,5,1,24.571428571428573,21.0,19.857142857142858,29.571428571428573,376.7142857142857,342.7142857142857,307.14285714285717,367.42857142857144,12.0,10.0,15.0,7.0,-3.0,3.0
0,9,2015,NOR,TEN,4,4,1,6,0,26.625,17.857142857142858,29.25,22.714285714285715,422.375,309.85714285714283,406.25,316.57142857142856,13.0,16.0,12.0,9.0,1.0,7.0
0,9,2015,PIT,OAK,4,4,4,3,1,21.0,25.428571428571427,18.375,24.714285714285715,349.125,368.57142857142856,366.5,385.0,9.0,9.0,11.0,12.0,-2.0,-3.0
0,9,2015,CAR,GNB,7,0,6,1,1,27.285714285714285,24.857142857142858,19.428571428571427,18.571428571428573,349.14285714285717,332.14285714285717,342.57142857142856,375.7142857142857,11.0,4.0,16.0,11.0,-5.0,-7.0
0,9,2015,SFO,ATL,2,6,6,2,1,13.625,26.625,25.875,21.625,282.25,414.75,403.75,345.375,7.0,14.0,8.0,12.0,-1.0,2.0
0,9,2015,TAM,NYG,3,4,4,4,0,23.285714285714285,26.875,28.428571428571427,26.0,353.2857142857143,352.375,352.14285714285717,427.5,11.0,7.0,13.0,18.0,-2.0,-11.0
0,9,2015,IND,DEN,3,5,7,0,1,21.625,24.0,25.375,16.0,352.25,350.7142857142857,404.875,261.14285714285717,19.0,12.0,10.0,17.0,9.0,-5.0
0,9,2015,DAL,PHI,2,5,3,4,0,19.0,22.857142857142858,24.428571428571427,19.571428571428573,346.0,353.14285714285717,336.85714285714283,360.42857142857144,12.0,15.0,4.0,19.0,8.0,-4.0
0,9,2015,LAC,CHI,2,6,2,5,0,23.875,20.0,28.375,28.857142857142858,423.25,333.0,362.875,345.57142857142856,13.0,8.0,7.0,8.0,6.0,0.0
0,10,2015,NYJ,BUF,5,3,4,4,0,25.0,26.125,20.25,23.75,365.875,350.5,323.25,353.5,12.0,11.0,19.0,12.0,-7.0,-1.0
0,10,2015,LAR,CHI,4,4,3,5,0,19.125,20.25,18.25,27.625,312.625,347.125,323.75,344.75,10.0,10.0,14.0,9.0,-4.0,1.0
0,10,2015,TEN,CAR,2,6,8,0,0,19.875,28.5,23.375,20.625,331.5,358.875,329.0,350.0,17.0,12.0,11.0,18.0,6.0,-6.0
0,10,2015,GNB,DET,6,2,1,7,0,25.375,18.625,20.875,30.625,340.875,337.75,382.125,385.75,6.0,20.0,12.0,11.0,-6.0,9.0
0,10,2015,PIT,CLE,5,4,2,7,1,22.88888888888889,19.666666666666668,20.22222222222222,27.444444444444443,376.6666666666667,335.1111111111111,374.6666666666667,401.55555555555554,11.0,17.0,15.0,13.0,-4.0,4.0
0,10,2015,TAM,DAL,3,5,2,6,1,22.625,20.0,28.875,25.5,357.0,354.125,349.0,352.125,14.0,13.0,15.0,4.0,-1.0,9.0
0,10,2015,PHI,MIA,4,4,3,5,0,24.125,21.375,20.5,25.75,366.375,357.875,366.75,384.5,15.0,12.0,20.0,8.0,-5.0,4.0
0,10,2015,BAL,JAX,2,6,2,6,0,23.75,21.25,26.75,29.375,357.25,354.375,383.625,357.75,11.0,14.0,4.0,7.0,7.0,7.0
0,10,2015,WAS,NOR,3,5,4,5,1,19.75,26.77777777777778,24.375,29.77777777777778,329.0,421.6666666666667,372.875,414.77777777777777,14.0,15.0,12.0,13.0,2.0,2.0
0,10,2015,OAK,MIN,4,4,6,2,0,26.625,21.0,26.375,17.5,377.5,321.625,411.5,332.25,13.0,9.0,14.0,9.0,-1.0,0.0
0,10,2015,DEN,KAN,7,1,3,5,0,24.0,24.375,17.375,22.75,345.5,345.375,274.125,356.5,14.0,8.0,17.0,11.0,-3.0,-3.0
0,10,2015,NYG,NWE,5,4,8,0,0,27.444444444444443,34.5,25.11111111111111,17.875,349.55555555555554,420.25,422.55555555555554,334.0,9.0,5.0,21.0,12.0,-12.0,-7.0
0,10,2015,SEA,ARI,4,4,6,2,0,20.875,32.875,17.5,19.125,353.125,417.375,284.875,312.75,10.0,14.0,9.0,17.0,1.0,-3.0
0,10,2015,CIN,HOU,8,0,3,5,0,28.625,21.75,17.75,25.625,391.125,369.375,349.125,350.875,8.0,11.0,12.0,9.0,-4.0,2.0
0,11,2015,JAX,TEN,3,6,2,7,1,21.333333333333332,18.77777777777778,28.333333333333332,23.77777777777778,343.6666666666667,321.55555555555554,362.1111111111111,326.1111111111111,15.0,19.0,11.0,11.0,4.0,8.0
0,11,2015,PHI,TAM,4,5,4,5,0,23.555555555555557,21.22222222222222,20.444444444444443,26.333333333333332,374.1111111111111,354.0,358.1111111111111,334.22222222222223,16.0,16.0,20.0,16.0,-4.0,0.0
0,11,2015,BAL,LAR,2,7,4,5,1,23.333333333333332,18.444444444444443,26.22222222222222,20.333333333333332,361.6666666666667,309.55555555555554,369.6666666666667,331.8888888888889,15.0,12.0,5.0,16.0,10.0,-4.0
0,11,2015,CHI,DEN,4,5,7,2,0,22.11111111111111,22.77777777777778,26.0,18.666666666666668,352.6666666666667,331.6666666666667,338.1111111111111,277.3333333333333,12.0,19.0,11.0,17.0,1.0,2.0
0,11,2015,ATL,IND,6,3,4,5,0,25.444444444444443,22.22222222222222,21.11111111111111,25.22222222222222,402.22222222222223,353.6666666666667,342.3333333333333,394.22222222222223,14.0,19.0,14.0,12.0,0.0,7.0
0,11,2015,CAR,WAS,9,0,4,5,1,28.333333333333332,22.77777777777778,19.444444444444443,23.22222222222222,352.6666666666667,349.1111111111111,338.0,370.3333333333333,12.0,14.0,20.0,14.0,-8.0,0.0
0,11,2015,DET,OAK,2,7,4,5,1,18.555555555555557,25.22222222222222,29.0,26.77777777777778,332.1111111111111,376.77777777777777,384.22222222222223,408.55555555555554,21.0,15.0,11.0,14.0,10.0,1.0
0,11,2015,HOU,NYJ,4,5,5,4,1,20.444444444444443,24.11111111111111,23.444444444444443,20.444444444444443,356.77777777777777,360.55555555555554,340.3333333333333,318.44444444444446,12.0,16.0,11.0,19.0,1.0,-3.0
0,11,2015,MIA,DAL,4,5,2,7,0,21.22222222222222,18.444444444444443,25.0,23.77777777777778,350.22222222222223,338.77777777777777,390.22222222222223,349.6666666666667,12.0,14.0,9.0,6.0,3.0,8.0
0,11,2015,LAC,KAN,2,7,4,5,0,23.333333333333332,24.88888888888889,27.666666666666668,21.666666666666668,413.8888888888889,340.6666666666667,372.1111111111111,341.44444444444446,14.0,8.0,9.0,16.0,5.0,-8.0
0,11,2015,MIN,GNB,7,2,6,3,0,22.0,24.333333333333332,17.11111111111111,20.555555555555557,328.6666666666667,344.3333333333333,336.55555555555554,371.55555555555554,9.0,6.0,11.0,13.0,-2.0,-7.0
0,11,2015,SEA,SFO,4,5,3,6,1,22.11111111111111,14.0,19.88888888888889,24.77777777777778,352.0,286.22222222222223,303.3333333333333,392.44444444444446,11.0,9.0,12.0,8.0,-1.0,1.0
0,11,2015,ARI,CIN,7,2,8,1,1,33.55555555555556,26.11111111111111,20.555555555555557,16.88888888888889,421.1111111111111,376.1111111111111,316.1111111111111,338.77777777777777,17.0,10.0,18.0,13.0,-1.0,-3.0
0,11,2015,NWE,BUF,9,0,5,4,1,33.666666666666664,25.666666666666668,18.77777777777778,23.0,418.6666666666667,342.6666666666667,343.77777777777777,349.55555555555554,7.0,11.0,13.0,16.0,-6.0,-5.0
0,12,2015,DET,PHI,3,7,4,6,1,18.5,22.9,27.4,22.9,336.4,375.0,367.4,374.4,21.0,20.0,11.0,21.0,10.0,-1.0
0,12,2015,DAL,CAR,3,7,10,0,0,19.0,29.9,22.8,19.1,343.5,354.2,335.7,322.8,16.0,12.0,7.0,25.0,9.0,-13.0
0,12,2015,GNB,CHI,7,3,4,6,0,24.9,21.4,19.8,25.1,341.9,352.1,368.6,343.2,6.0,14.0,14.0,11.0,-8.0,3.0
0,12,2015,NYJ,MIA,5,5,4,6,1,23.4,20.5,20.8,24.9,351.2,336.2,323.0,389.8,18.0,13.0,20.0,11.0,-2.0,2.0
0,12,2015,TEN,OAK,2,8,4,6,0,18.2,24.0,23.3,25.9,321.0,360.7,324.3,405.2,20.0,15.0,13.0,14.0,7.0,1.0
0,12,2015,HOU,NOR,5,5,4,6,1,20.8,25.5,22.8,31.5,357.5,414.5,333.0,424.3,13.0,17.0,13.0,13.0,0.0,4.0
0,12,2015,IND,TAM,5,5,5,5,1,22.4,23.6,24.8,25.4,345.9,370.7,392.3,339.1,22.0,17.0,16.0,20.0,6.0,-3.0
0,12,2015,CIN,LAR,8,2,4,6,1,26.6,17.9,18.6,19.9,376.2,299.9,343.2,337.5,11.0,16.0,15.0,18.0,-4.0,-2.0
0,12,2015,ATL,MIN,6,4,7,3,0,25.0,21.1,21.4,18.4,399.5,330.0,335.7,334.9,18.0,10.0,17.0,11.0,1.0,-1.0
0,12,2015,WAS,NYG,4,6,5,5,1,22.1,27.3,25.3,25.3,332.8,356.8,370.1,420.9,19.0,10.0,14.0,23.0,5.0,-13.0
0,12,2015,KAN,BUF,5,5,5,5,1,25.7,24.4,19.8,22.7,345.1,340.3,327.4,350.2,8.0,12.0,18.0,17.0,-10.0,-5.0
0,12,2015,JAX,LAC,4,6,2,8,0,21.1,21.3,26.8,28.2,340.1,392.6,357.5,373.4,17.0,16.0,12.0,9.0,5.0,7.0
0,12,2015,SFO,ARI,3,7,8,2,0,13.9,33.6,25.2,21.6,288.2,417.3,404.0,322.2,9.0,19.0,8.0,19.0,1.0,0.0
0,12,2015,SEA,PIT,5,5,6,4,1,22.8,23.6,19.2,19.1,367.6,384.9,303.6,371.4,11.0,13.0,12.0,18.0,-1.0,-5.0
0,12,2015,DEN,NWE,8,2,10,0,1,22.2,32.3,18.3,18.2,337.4,412.4,284.3,341.3,19.0,8.0,19.0,14.0,0.0,-6.0
0,12,2015,CLE,BAL,2,8,3,7,0,18.6,22.6,27.7,24.9,335.8,364.3,407.3,354.0,20.0,17.0,15.0,9.0,5.0,8.0
0,13,2015,DET,GNB,4,7,7,4,0,20.90909090909091,23.818181818181817,26.181818181818183,19.545454545454547,344.90909090909093,344.0,354.6363636363636,361.45454545454544,21.0,8.0,12.0,14.0,9.0,-6.0
0,13,2015,LAR,ARI,4,7,9,2,0,16.90909090909091,32.27272727272727,20.90909090909091,20.818181818181817,304.0,410.0,341.0,326.3636363636364,19.0,19.0,19.0,21.0,0.0,-2.0
0,13,2015,BUF,HOU,5,6,6,5,1,24.181818181818183,21.09090909090909,23.363636363636363,21.272727272727273,347.09090909090907,357.90909090909093,355.90909090909093,327.09090909090907,14.0,14.0,17.0,14.0,-3.0,0.0
0,13,2015,MIN,SEA,8,3,6,5,0,21.0,24.272727272727273,17.636363636363637,20.181818181818183,333.1818181818182,373.8181818181818,334.09090909090907,324.90909090909093,11.0,11.0,14.0,16.0,-3.0,-5.0
